S2G ID,Fecha,energy_main(kWh),Ventas,Invitados,intensidad_kWh_invitado,ticket_promedio_MXN_invitado,Nombre,Zona_CMR
CH40,08/09/2019,1354,112497,604,2.241721854,186.2533,Torres,MTY
CH41,08/09/2019,1075.4098,32196,141,7.627019858,228.3404,Tuxtla Gutiérrez,CP
CH42,08/09/2019,1173.4848,101542,506,2.319139921,200.6759,Xalapa Las Américas,VER
CH44,08/09/2019,1446.6616,80520,395,3.66243443,203.8481,Tampico,TAM
CH45,08/09/2019,1113.8357,115000,572,1.94726521,201.049,Torreón II,TOR
CH46,08/09/2019,1228.875,105951,588,2.089923469,180.1888,Anáhuac,MTY
CH47,08/09/2019,997.761,86176,489,2.040411043,176.229,Avanta,MTY
CH49,08/09/2019,1290.7375,35200,212,6.088384434,166.0377,Mérida,YUC
CH50,08/09/2019,1533.3774,98191,547,2.80324936,179.5082,Mérida Altabrisa,YUC
CH51,08/09/2019,747.2245,138797,714,1.046532913,194.3936,Mérida Galerías,YUC
CH52,08/09/2019,1230.2854,51650,317,3.881026498,162.9338,Veracruz Boca del Río,VER
CH53,08/09/2019,1246.4257,43053,241,5.171890871,178.6432,Villahermosa,TAB
CH54,08/09/2019,1254.8399,94891,481,2.608814761,197.2786,Villahermosa II,TAB
CH55,08/09/2019,481.6835,50760,232,2.076221983,218.7931,Tlaxcala,TLX
CH56,08/09/2019,739.9715,60786,276,2.681056159,220.2391,Tuxtla II,CP
CH57,08/09/2019,345.5419,12011,52,6.645036538,230.9808,Silao,GTO
CH58,08/09/2019,1075.8078,60849,403,2.669498263,150.9901,Chihuahua III,CHI
CH59,08/09/2019,722.463,50025,400,1.8061575,125.0625,Apodaca II,MTY
CH61,08/09/2019,1453.697,58333,319,4.557043887,182.8621,MTY Nuevo Sur,MTY
CH62,08/09/2019,575.968,38146,212,2.716830189,179.934,Chili's Ciudadela,GDL
CH63,08/09/2019,871.405,105338,541,1.610730129,194.7098,Galerías Celaya,GTO
CH64,08/09/2019,403.139,50172,261,1.54459387,192.2299,Chili's Plaza Aurora,MTY
WIN01,08/09/2019,844.643,70208,414,2.040200483,169.5845,Wing's Boulevard,CDMX
CH65,08/09/2019,963.465,95958,500,1.92693,191.916,Plaza Cumbres,MTY
DT01,08/09/2019,949.875,29462,55,17.27045455,535.6727,Destilería Cancún,YUC
ELA01,08/09/2019,1885.902,178592,301,6.26545515,593.3289,Restaurante El Lago,CDMX
OLG01,08/09/2019,879.416,52949,203,4.332098522,260.8325,Olive Garden Reforma,CDMX
OLG02,08/09/2019,800.908,33855,150,5.339386667,225.7,Olive Garden Santa Fe,CDMX
OLG03,08/09/2019,1355.2977,73362,345,3.92839913,212.6435,Olive Garden Cancún,YUC
OLG04,08/09/2019,945.008,86378,349,2.707759312,247.5014,Olive Garden Querétaro,QRO
TCG01,08/09/2019,1043.775,24473,33,31.62954545,741.6061,The Capital Grille,CDMX
TCG02,08/09/2019,1371.492,31188,46,29.81504348,678,The Capital Grille Mty,MTY
DT02,08/09/2019,370.724,26109,98,3.782897959,266.4184,Destilería Reforma,CDMX
CH09,09/09/2019,794.1294,14210,72,11.029575,197.3611,Ciudad del Carmen,CAM
CH10,09/09/2019,1151.535,79512,438,2.629075342,181.5342,Contry,MTY
CH11,09/09/2019,852.4591,48635,224,3.805620982,217.1205,El Salto,GDL
CH01,09/09/2019,668.278,29854,131,5.101358779,227.8931,Aguascalientes I,AGS
CH02,09/09/2019,677.3843,20021,98,6.912084694,204.2959,Aguascalientes II,AGS
CH03,09/09/2019,1144.715,52230,217,5.275184332,240.6912,Apodaca,MTY
CH04,09/09/2019,692.1655,28953,142,4.87440493,203.8944,Centro Magno,GDL
CH05,09/09/2019,675.0857,23466,99,6.819047475,237.0303,Chihuahua I,CHI
CH06,09/09/2019,745.5813,12866,57,13.08037368,225.7193,Chihuahua II,CHI
CH07,09/09/2019,1217.683,47323,198,6.149914141,239.0051,Churubusco,MTY
CH08,09/09/2019,1110.082,22298,109,10.18423853,204.5688,Cintermex,MTY
CH12,09/09/2019,974.9816,17595,69,14.13016812,255,Forum Cancún,CUN
CH13,09/09/2019,726.3504,16762,86,8.445934884,194.907,Forum Tepic,TEP
CH14,09/09/2019,896.0597,21683,100,8.960597,216.83,Forum Tlaquepaque,GDL
CH15,09/09/2019,901.0685,28984,129,6.985027132,224.6822,Galerías Gdl,GDL
CH16,09/09/2019,880.675,32066,149,5.91057047,215.2081,Galerías Mty,MTY
CH17,09/09/2019,603.4725,26916,123,4.906280488,218.8293,Puerto Vallarta,JAL
CH18,09/09/2019,707.6162,20800,93,7.608776344,223.6559,Gran Plaza,GDL
CH20,09/09/2019,688.5927,28666,140,4.918519286,204.7571,León I,GTO
CH21,09/09/2019,723.4675,19585,83,8.716475904,235.9639,León II,GTO
CH22,09/09/2019,720.9949,20895,99,7.282776768,211.0606,León III,GTO
CH23,09/09/2019,1289.1296,48627,201,6.4135801,241.9254,Malecón Cancún,CUN
CH25,09/09/2019,488.8761,16902,71,6.885578873,238.0563,Morelia,MIC
CH26,09/09/2019,1014.7461,45888,220,4.612482273,208.5818,Plaza Andares,GDL
CH27,09/09/2019,274.6286,23378,111,2.474131532,210.6126,Plaza del Sol,GDL
CH28,09/09/2019,1208.25,36573,187,6.461229947,195.5775,Plaza La Rioja,MTY
CH29,09/09/2019,727.952,28150,115,6.330017391,244.7826,Plaza San Agustín,MTY
CH30,09/09/2019,960.653,20009,81,11.85991358,247.0247,Reynosa,REY
CH31,09/09/2019,657.688,10962,58,11.33944828,189,Saltillo,SAL
CH32,09/09/2019,485.8741,14737,78,6.229155128,188.9359,San Luis Potosí I,SLP
CH33,09/09/2019,508.1745,43433,193,2.633028497,225.0415,San Luis Potosí II,SLP
CH34,09/09/2019,501.3854,11178,51,9.831086275,219.1765,San Luis Potosí III,SLP
CH35,09/09/2019,695.7465,8231,42,16.56539286,195.9762,Santa Anita,GDL
CH36,09/09/2019,1024.105,20629,119,8.60592437,173.3529,Sendero,MTY
CH38,09/09/2019,541.6521,13061,71,7.628902817,183.9577,Tijuana II,TIJ
CH39,09/09/2019,792.5234,23121,95,8.342351579,243.3789,Torreón I,TOR
CH40,09/09/2019,1191.83,61494,281,4.2413879,218.8399,Torres,MTY
CH41,09/09/2019,1046.9581,18942,77,13.59685844,246,Tuxtla Gutiérrez,CP
CH42,09/09/2019,960.5053,31749,135,7.114854074,235.1778,Xalapa Las Américas,VER
CH44,09/09/2019,991.2509,14542,66,15.01895303,220.3333,Tampico,TAM
CH45,09/09/2019,639.8771,20214,91,7.031616484,222.1319,Torreón II,TOR
CH46,09/09/2019,1051.859,33303,165,6.37490303,201.8364,Anáhuac,MTY
CH47,09/09/2019,809.404,17424,85,9.5224,204.9882,Avanta,MTY
CH49,09/09/2019,1286.9107,36722,150,8.579404667,244.8133,Mérida,YUC
CH50,09/09/2019,1326.7538,33468,164,8.089962195,204.0732,Mérida Altabrisa,YUC
CH51,09/09/2019,577.861,28095,135,4.280451852,208.1111,Mérida Galerías,YUC
CH52,09/09/2019,1168.3668,16606,75,15.578224,221.4133,Veracruz Boca del Río,VER
CH53,09/09/2019,1268.0762,24071,118,10.74640847,203.9915,Villahermosa,TAB
CH54,09/09/2019,1308.0645,10859,57,22.9485,190.5088,Villahermosa II,TAB
CH55,09/09/2019,419.3277,10462,43,9.751806977,243.3023,Tlaxcala,TLX
CH56,09/09/2019,659.8985,11962,51,12.93918627,234.549,Tuxtla II,CP
CH57,09/09/2019,634.2674,32774,134,4.733338806,244.5821,Silao,GTO
CH58,09/09/2019,653.5016,20720,95,6.878964211,218.1053,Chihuahua III,CHI
CH59,09/09/2019,641.418,19469,83,7.727927711,234.5663,Apodaca II,MTY
CH61,09/09/2019,1321.117,21503,102,12.95212745,210.8137,MTY Nuevo Sur,MTY
CH62,09/09/2019,387.074,10049,43,9.00172093,233.6977,Chili's Ciudadela,GDL
CH63,09/09/2019,612.7268,27422,122,5.02235082,224.7705,Galerías Celaya,GTO
CH64,09/09/2019,347.282,20275,93,3.734215054,218.0108,Chili's Plaza Aurora,MTY
WIN01,09/09/2019,766.472,50405,297,2.580713805,169.7138,Wing's Boulevard,CDMX
CH65,09/09/2019,794.427,15765,82,9.688134146,192.2561,Plaza Cumbres,MTY
DT01,09/09/2019,932.43,31340,51,18.28294118,614.5098,Destilería Cancún,YUC
ELA01,09/09/2019,1466.116,70099,167,8.779137725,419.7545,Restaurante El Lago,CDMX
OLG01,09/09/2019,757.739,33511,119,6.367554622,281.605,Olive Garden Reforma,CDMX
OLG02,09/09/2019,684.116,25599,116,5.897551724,220.681,Olive Garden Santa Fe,CDMX
OLG03,09/09/2019,1278.7528,30811,162,7.893535802,190.1914,Olive Garden Cancún,YUC
OLG04,09/09/2019,727.864,21509,89,8.178247191,241.6742,Olive Garden Querétaro,QRO
TCG01,09/09/2019,1312.288,170631,208,6.309076923,820.3413,The Capital Grille,CDMX
TCG02,09/09/2019,1551.366,56628,62,25.02203226,913.3548,The Capital Grille Mty,MTY
DT02,09/09/2019,682.135,39892,155,4.400870968,257.3677,Destilería Reforma,CDMX
CH09,10/09/2019,946.0068,13804,65,14.55395077,212.3692,Ciudad del Carmen,CAM
CH10,10/09/2019,1289.542,27466,141,9.145687943,194.7943,Contry,MTY
CH11,10/09/2019,842.8382,57329,250,3.3713528,229.316,El Salto,GDL
CH01,10/09/2019,787.028,24544,109,7.220440367,225.1743,Aguascalientes I,AGS
CH02,10/09/2019,727.4305,21697,92,7.906853261,235.837,Aguascalientes II,AGS
CH03,10/09/2019,1289.651,71900,300,4.298836667,239.6667,Apodaca,MTY
CH04,10/09/2019,726.0061,35501,167,4.347341916,212.5808,Centro Magno,GDL
CH05,10/09/2019,877.9531,21267,92,9.542968478,231.163,Chihuahua I,CHI
CH06,10/09/2019,771.2222,28693,117,6.591642735,245.2393,Chihuahua II,CHI
CH07,10/09/2019,1273.697,56476,253,5.034375494,223.2253,Churubusco,MTY
CH08,10/09/2019,1279.969,40615,174,7.356143678,233.4195,Cintermex,MTY
CH12,10/09/2019,1020.0008,15480,56,18.2143,276.4286,Forum Cancún,CUN
CH13,10/09/2019,703.7377,26411,118,5.963878814,223.822,Forum Tepic,TEP
CH14,10/09/2019,958.4143,29133,126,7.606462698,231.2143,Forum Tlaquepaque,GDL
CH15,10/09/2019,855.7543,27519,127,6.738222835,216.685,Galerías Gdl,GDL
CH16,10/09/2019,833.679,25682,111,7.510621622,231.3694,Galerías Mty,MTY
CH17,10/09/2019,613.5183,25265,114,5.381739474,221.6228,Puerto Vallarta,JAL
CH18,10/09/2019,689.4214,33230,144,4.787648611,230.7639,Gran Plaza,GDL
CH20,10/09/2019,656.3849,42723,199,3.298416583,214.6884,León I,GTO
CH21,10/09/2019,764.6256,33068,134,5.706161194,246.7761,León II,GTO
CH22,10/09/2019,653.8606,37744,172,3.801515116,219.4419,León III,GTO
CH23,10/09/2019,1288.9501,53507,223,5.780045291,239.9417,Malecón Cancún,CUN
CH25,10/09/2019,497.4249,22444,113,4.401990265,198.6195,Morelia,MIC
CH26,10/09/2019,995.8139,48648,202,4.929771782,240.8317,Plaza Andares,GDL
CH27,10/09/2019,311.1106,46360,184,1.690818478,251.9565,Plaza del Sol,GDL
CH28,10/09/2019,1388.142,26661,138,10.059,193.1957,Plaza La Rioja,MTY
CH29,10/09/2019,762.52,31629,141,5.407943262,224.3191,Plaza San Agustín,MTY
CH30,10/09/2019,1027.0318,24877,96,10.69824792,259.1354,Reynosa,REY
CH31,10/09/2019,766.502,22579,99,7.742444444,228.0707,Saltillo,SAL
CH32,10/09/2019,519.7297,19490,89,5.839659551,218.9888,San Luis Potosí I,SLP
CH33,10/09/2019,568.1419,59370,245,2.318946531,242.3265,San Luis Potosí II,SLP
CH34,10/09/2019,125.0906,11970,55,2.274374545,217.6364,San Luis Potosí III,SLP
CH35,10/09/2019,651.2579,9077,43,15.14553256,211.093,Santa Anita,GDL
CH36,10/09/2019,1025.276,25839,135,7.594637037,191.4,Sendero,MTY
CH38,10/09/2019,513.3252,12587,60,8.55542,209.7833,Tijuana II,TIJ
CH39,10/09/2019,702.3245,30054,135,5.202403704,222.6222,Torreón I,TOR
CH40,10/09/2019,1264.215,53803,246,5.139085366,218.7114,Torres,MTY
CH41,10/09/2019,1082.0492,18423,76,14.23748947,242.4079,Tuxtla Gutiérrez,CP
CH42,10/09/2019,1080.7353,40667,163,6.630277914,249.4908,Xalapa Las Américas,VER
CH44,10/09/2019,983.4341,20416,81,12.14116173,252.0494,Tampico,TAM
CH45,10/09/2019,850.1388,27771,120,7.08449,231.425,Torreón II,TOR
CH46,10/09/2019,1043.459,41641,184,5.670972826,226.3098,Anáhuac,MTY
CH47,10/09/2019,847.89,23934,106,7.998962264,225.7925,Avanta,MTY
CH49,10/09/2019,1292.7767,30699,146,8.854634932,210.2671,Mérida,YUC
CH50,10/09/2019,1370.1594,32356,141,9.717442553,229.4752,Mérida Altabrisa,YUC
CH51,10/09/2019,547.654,48267,215,2.547227907,224.4977,Mérida Galerías,YUC
CH52,10/09/2019,1292.6966,23560,92,14.05105,256.087,Veracruz Boca del Río,VER
CH53,10/09/2019,1276.5158,40789,181,7.052573481,225.3536,Villahermosa,TAB
CH54,10/09/2019,1170.2049,24601,120,9.7517075,205.0083,Villahermosa II,TAB
CH55,10/09/2019,405.5118,16315,66,6.144118182,247.197,Tlaxcala,TLX
CH56,10/09/2019,665.5437,17609,76,8.757153947,231.6974,Tuxtla II,CP
CH57,10/09/2019,727.4615,41767,172,4.229427326,242.8314,Silao,GTO
CH58,10/09/2019,582.9038,15573,77,7.570179221,202.2468,Chihuahua III,CHI
CH59,10/09/2019,653.288,24521,137,4.768525547,178.9854,Apodaca II,MTY
CH61,10/09/2019,1345.478,30048,124,10.85062903,242.3226,MTY Nuevo Sur,MTY
CH62,10/09/2019,377.313,9101,45,8.384733333,202.2444,Chili's Ciudadela,GDL
CH63,10/09/2019,635.3808,21152,91,6.982206593,232.4396,Galerías Celaya,GTO
CH64,10/09/2019,409.738,22702,116,3.532224138,195.7069,Chili's Plaza Aurora,MTY
WIN01,10/09/2019,803.041,43744,283,2.837600707,154.5724,Wing's Boulevard,CDMX
CH65,10/09/2019,832.935,22472,113,7.371106195,198.8673,Plaza Cumbres,MTY
DT01,10/09/2019,769.303,36785,71,10.83525352,518.0986,Destilería Cancún,YUC
ELA01,10/09/2019,1417.227,31934,62,22.8585,515.0645,Restaurante El Lago,CDMX
OLG01,10/09/2019,1049.619,34807,149,7.044422819,233.604,Olive Garden Reforma,CDMX
OLG02,10/09/2019,668.274,24451,108,6.187722222,226.3981,Olive Garden Santa Fe,CDMX
OLG03,10/09/2019,1197.2691,30101,149,8.035363087,202.0201,Olive Garden Cancún,YUC
OLG04,10/09/2019,734.92,24289,98,7.499183673,247.8469,Olive Garden Querétaro,QRO
TCG01,10/09/2019,1404.45,256006,209,6.719856459,1224.9091,The Capital Grille,CDMX
TCG02,10/09/2019,1511.277,45092,48,31.4849375,939.4167,The Capital Grille Mty,MTY
DT02,10/09/2019,629.575,65170,200,3.147875,325.85,Destilería Reforma,CDMX
CH09,11/09/2019,917.9642,14575,63,14.57086032,231.3492,Ciudad del Carmen,CAM
CH10,11/09/2019,1266.827,30668,160,7.91766875,191.675,Contry,MTY
CH11,11/09/2019,835.8965,65090,289,2.892375433,225.2249,El Salto,GDL
CH01,11/09/2019,787.2056,34735,153,5.145134641,227.0261,Aguascalientes I,AGS
CH02,11/09/2019,626.5902,27657,118,5.310086441,234.3814,Aguascalientes II,AGS
CH03,11/09/2019,1294.684,73433,300,4.315613333,244.7767,Apodaca,MTY
CH04,11/09/2019,888.1001,39203,181,4.906630387,216.5912,Centro Magno,GDL
CH05,11/09/2019,941.5028,29395,121,7.781014876,242.9339,Chihuahua I,CHI
CH06,11/09/2019,782.2197,25504,109,7.176327523,233.9817,Chihuahua II,CHI
CH07,11/09/2019,1302.827,61010,278,4.686428058,219.4604,Churubusco,MTY
CH08,11/09/2019,1209.688,63955,269,4.496981413,237.7509,Cintermex,MTY
CH12,11/09/2019,1062.7407,15226,62,17.14097903,245.5806,Forum Cancún,CUN
CH13,11/09/2019,703.1871,20290,87,8.082610345,233.2184,Forum Tepic,TEP
CH14,11/09/2019,1004.5543,32983,149,6.741975168,221.3624,Forum Tlaquepaque,GDL
CH15,11/09/2019,885.8826,35061,167,5.304686228,209.9461,Galerías Gdl,GDL
CH16,11/09/2019,965.839,41260,174,5.550798851,237.1264,Galerías Mty,MTY
CH17,11/09/2019,593.61,32521,143,4.151118881,227.4196,Puerto Vallarta,JAL
CH18,11/09/2019,804.6829,30698,137,5.87359781,224.073,Gran Plaza,GDL
CH20,11/09/2019,649.113,37807,185,3.508718919,204.3622,León I,GTO
CH21,11/09/2019,782.0935,25225,106,7.378240566,237.9717,León II,GTO
CH22,11/09/2019,600.198,35688,150,4.00132,237.92,León III,GTO
CH23,11/09/2019,1382.6015,49257,203,6.810844828,242.6453,Malecón Cancún,CUN
CH25,11/09/2019,419.9223,17646,84,4.999075,210.0714,Morelia,MIC
CH26,11/09/2019,987.0211,47547,222,4.446040991,214.1757,Plaza Andares,GDL
CH27,11/09/2019,337.4491,34164,160,2.109056875,213.525,Plaza del Sol,GDL
CH28,11/09/2019,1383.315,38298,199,6.951331658,192.4523,Plaza La Rioja,MTY
CH29,11/09/2019,726.72,34282,153,4.749803922,224.0654,Plaza San Agustín,MTY
CH30,11/09/2019,991.9365,32281,133,7.458169173,242.7143,Reynosa,REY
CH31,11/09/2019,724.38,20627,88,8.231590909,234.3977,Saltillo,SAL
CH32,11/09/2019,520.0337,20719,100,5.200337,207.19,San Luis Potosí I,SLP
CH33,11/09/2019,569.5594,50957,224,2.542675893,227.4866,San Luis Potosí II,SLP
CH34,11/09/2019,371.2299,14096,66,5.624695455,213.5758,San Luis Potosí III,SLP
CH35,11/09/2019,753.1393,14657,74,10.17755811,198.0676,Santa Anita,GDL
CH36,11/09/2019,959.571,27774,132,7.269477273,210.4091,Sendero,MTY
CH38,11/09/2019,521.1759,18982,77,6.768518182,246.5195,Tijuana II,TIJ
CH39,11/09/2019,855.4634,27541,128,6.683307813,215.1641,Torreón I,TOR
CH40,11/09/2019,1255.158,51909,233,5.386944206,222.7854,Torres,MTY
CH41,11/09/2019,1057.8941,22846,95,11.13572737,240.4842,Tuxtla Gutiérrez,CP
CH42,11/09/2019,995.9026,32375,125,7.9672208,259,Xalapa Las Américas,VER
CH44,11/09/2019,892.0605,18472,86,10.37279651,214.7907,Tampico,TAM
CH45,11/09/2019,669.5733,37684,149,4.493780537,252.9128,Torreón II,TOR
CH46,11/09/2019,1099.53,42699,197,5.581370558,216.7462,Anáhuac,MTY
CH47,11/09/2019,855.228,33232,131,6.528458015,253.6794,Avanta,MTY
CH49,11/09/2019,1334.8466,38197,178,7.499138202,214.5899,Mérida,YUC
CH50,11/09/2019,1330.0051,35772,166,8.012078916,215.494,Mérida Altabrisa,YUC
CH51,11/09/2019,651.7294,43224,197,3.308271066,219.4112,Mérida Galerías,YUC
CH52,11/09/2019,1203.4295,27197,102,11.79832843,266.6373,Veracruz Boca del Río,VER
CH53,11/09/2019,1348.5132,39828,173,7.794873988,230.2197,Villahermosa,TAB
CH54,11/09/2019,1147.513,21471,99,11.5910404,216.8788,Villahermosa II,TAB
CH55,11/09/2019,393.8356,13953,60,6.563926667,232.55,Tlaxcala,TLX
CH56,11/09/2019,740.7007,18175,75,9.876009333,242.3333,Tuxtla II,CP
CH57,11/09/2019,709.2389,40041,160,4.432743125,250.2562,Silao,GTO
CH58,11/09/2019,670.2301,26158,114,5.879211404,229.4561,Chihuahua III,CHI
CH59,11/09/2019,731.353,28272,140,5.22395,201.9429,Apodaca II,MTY
CH61,11/09/2019,1349.828,26957,116,11.63644828,232.3879,MTY Nuevo Sur,MTY
CH62,11/09/2019,434.217,10819,52,8.350326923,208.0577,Chili's Ciudadela,GDL
CH63,11/09/2019,557.4556,21513,94,5.930378723,228.8617,Galerías Celaya,GTO
CH64,11/09/2019,375.012,34527,148,2.533864865,233.2905,Chili's Plaza Aurora,MTY
WIN01,11/09/2019,796.965,47525,300,2.65655,158.4167,Wing's Boulevard,CDMX
CH65,11/09/2019,834.599,31155,136,6.136757353,229.0809,Plaza Cumbres,MTY
DT01,11/09/2019,814.646,23786,43,18.94525581,553.1628,Destilería Cancún,YUC
ELA01,11/09/2019,1277.913,40335,132,9.681159091,305.5682,Restaurante El Lago,CDMX
OLG01,11/09/2019,856.165,36310,157,5.453280255,231.2739,Olive Garden Reforma,CDMX
OLG02,11/09/2019,767.242,29188,133,5.768736842,219.4586,Olive Garden Santa Fe,CDMX
OLG03,11/09/2019,1036.43,43273,212,4.888820755,204.1179,Olive Garden Cancún,YUC
OLG04,11/09/2019,756.179,32693,134,5.643126866,243.9776,Olive Garden Querétaro,QRO
TCG01,11/09/2019,1499.762,224816,221,6.786253394,1017.267,The Capital Grille,CDMX
TCG02,11/09/2019,1628.153,81787,76,21.42306579,1076.1447,The Capital Grille Mty,MTY
DT02,11/09/2019,589.419,62973,212,2.780278302,297.0425,Destilería Reforma,CDMX
CH09,12/09/2019,878.3886,16229,71,12.37167042,228.5775,Ciudad del Carmen,CAM
CH10,12/09/2019,1305.324,36781,181,7.211734807,203.2099,Contry,MTY
CH11,12/09/2019,878.9068,67154,298,2.949351678,225.349,El Salto,GDL
CH01,12/09/2019,723.3287,40856,210,3.444422381,194.5524,Aguascalientes I,AGS
CH02,12/09/2019,678.6374,31021,155,4.378305806,200.1355,Aguascalientes II,AGS
CH03,12/09/2019,1394.772,81897,343,4.066390671,238.7668,Apodaca,MTY
CH04,12/09/2019,1172.6931,43393,237,4.948072152,183.0928,Centro Magno,GDL
CH05,12/09/2019,898.6815,34203,176,5.106144886,194.3352,Chihuahua I,CHI
CH06,12/09/2019,783.2381,24730,114,6.870509649,216.9298,Chihuahua II,CHI
CH07,12/09/2019,1236.143,60595,300,4.120476667,201.9833,Churubusco,MTY
CH08,12/09/2019,1171.202,44044,224,5.228580357,196.625,Cintermex,MTY
CH12,12/09/2019,1057.0453,18017,75,14.09393733,240.2267,Forum Cancún,CUN
CH13,12/09/2019,656.0153,24253,125,5.2481224,194.024,Forum Tepic,TEP
CH14,12/09/2019,890.5895,34841,175,5.089082857,199.0914,Forum Tlaquepaque,GDL
CH15,12/09/2019,876.5619,50648,253,3.464671542,200.1897,Galerías Gdl,GDL
CH16,12/09/2019,890.908,36547,149,5.979248322,245.2819,Galerías Mty,MTY
CH17,12/09/2019,611.6403,28724,135,4.530668889,212.7704,Puerto Vallarta,JAL
CH18,12/09/2019,807.9896,35108,170,4.75288,206.5176,Gran Plaza,GDL
CH20,12/09/2019,748.4334,54228,314,2.38354586,172.7006,León I,GTO
CH21,12/09/2019,798.4659,40135,199,4.012391457,201.6834,León II,GTO
CH22,12/09/2019,635.4404,46507,227,2.799296916,204.8767,León III,GTO
CH23,12/09/2019,1546.6812,64038,296,5.225274324,216.3446,Malecón Cancún,CUN
CH25,12/09/2019,459.0906,24925,112,4.099023214,222.5446,Morelia,MIC
CH26,12/09/2019,1065.7214,62657,300,3.552404667,208.8567,Plaza Andares,GDL
CH27,12/09/2019,296.8264,48596,231,1.284962771,210.3723,Plaza del Sol,GDL
CH28,12/09/2019,1392.902,39507,218,6.389458716,181.2248,Plaza La Rioja,MTY
CH29,12/09/2019,706.19,35217,165,4.279939394,213.4364,Plaza San Agustín,MTY
CH30,12/09/2019,1046.2665,31310,122,8.575954918,256.6393,Reynosa,REY
CH31,12/09/2019,822.855,29633,144,5.714270833,205.7847,Saltillo,SAL
CH32,12/09/2019,493.6981,20053,160,3.085613125,125.3312,San Luis Potosí I,SLP
CH33,12/09/2019,538.2509,56399,266,2.023499624,212.0263,San Luis Potosí II,SLP
CH34,12/09/2019,471.8076,14309,70,6.740108571,204.4143,San Luis Potosí III,SLP
CH35,12/09/2019,757.0848,20753,105,7.210331429,197.6476,Santa Anita,GDL
CH36,12/09/2019,1069.275,49916,291,3.674484536,171.5326,Sendero,MTY
CH38,12/09/2019,572.6437,17116,98,5.843303061,174.6531,Tijuana II,TIJ
CH39,12/09/2019,806.3468,41164,225,3.583763556,182.9511,Torreón I,TOR
CH40,12/09/2019,1276.863,64085,354,3.606957627,181.0311,Torres,MTY
CH41,12/09/2019,1117.7728,18832,87,12.84796322,216.4598,Tuxtla Gutiérrez,CP
CH42,12/09/2019,1115.0008,45372,208,5.360580769,218.1346,Xalapa Las Américas,VER
CH44,12/09/2019,907.4918,19985,85,10.67637412,235.1176,Tampico,TAM
CH45,12/09/2019,650.7463,21776,100,6.507463,217.76,Torreón II,TOR
CH46,12/09/2019,1109.017,65379,358,3.097812849,182.6229,Anáhuac,MTY
CH47,12/09/2019,814.859,32398,192,4.244057292,168.7396,Avanta,MTY
CH49,12/09/2019,1287.5153,30768,171,7.52932924,179.9298,Mérida,YUC
CH50,12/09/2019,1435.417,36637,205,7.002034146,178.7171,Mérida Altabrisa,YUC
CH51,12/09/2019,571.0472,43356,228,2.504592982,190.1579,Mérida Galerías,YUC
CH52,12/09/2019,1087.7959,34481,188,5.786148404,183.4096,Veracruz Boca del Río,VER
CH53,12/09/2019,1257.5505,37875,220,5.716138636,172.1591,Villahermosa,TAB
CH54,12/09/2019,1189.1346,34480,183,6.498003279,188.4153,Villahermosa II,TAB
CH55,12/09/2019,490.8217,16627,70,7.011738571,237.5286,Tlaxcala,TLX
CH56,12/09/2019,619.3575,15226,61,10.15340164,249.6066,Tuxtla II,CP
CH57,12/09/2019,648.2295,43054,183,3.542237705,235.2678,Silao,GTO
CH58,12/09/2019,710.1235,25950,164,4.330021341,158.2317,Chihuahua III,CHI
CH59,12/09/2019,610.452,27939,227,2.689215859,123.0793,Apodaca II,MTY
CH61,12/09/2019,1311.678,21548,97,13.52245361,222.1443,MTY Nuevo Sur,MTY
CH62,12/09/2019,487.975,10422,43,11.34825581,242.3721,Chili's Ciudadela,GDL
CH63,12/09/2019,688.2126,30515,153,4.498121569,199.4444,Galerías Celaya,GTO
CH64,12/09/2019,377.579,25990,148,2.551209459,175.6081,Chili's Plaza Aurora,MTY
WIN01,12/09/2019,740.852,50938,296,2.502878378,172.0878,Wing's Boulevard,CDMX
CH65,12/09/2019,854.06,31240,147,5.809931973,212.517,Plaza Cumbres,MTY
DT01,12/09/2019,664.609,25771,57,11.65980702,452.1228,Destilería Cancún,YUC
ELA01,12/09/2019,1640.929,345840,505,3.249364356,684.8317,Restaurante El Lago,CDMX
OLG01,12/09/2019,940.868,28998,126,7.467206349,230.1429,Olive Garden Reforma,CDMX
OLG02,12/09/2019,813.132,30676,145,5.607806897,211.5586,Olive Garden Santa Fe,CDMX
OLG03,12/09/2019,1121.9517,37694,174,6.447998276,216.6322,Olive Garden Cancún,YUC
OLG04,12/09/2019,870.416,24679,107,8.134728972,230.6449,Olive Garden Querétaro,QRO
TCG01,12/09/2019,1371.895,207064,185,7.415648649,1119.2649,The Capital Grille,CDMX
TCG02,12/09/2019,1669.374,98128,89,18.75701124,1102.5618,The Capital Grille Mty,MTY
DT02,12/09/2019,586.785,69156,200,2.933925,345.78,Destilería Reforma,CDMX
CH09,13/09/2019,922.727,19125,82,11.25276829,233.2317,Ciudad del Carmen,CAM
CH10,13/09/2019,1228.168,54833,261,4.705624521,210.0881,Contry,MTY
CH11,13/09/2019,744.398,50589,222,3.353144144,227.8784,El Salto,GDL
CH01,13/09/2019,767.9316,48882,199,3.858952764,245.6382,Aguascalientes I,AGS
CH02,13/09/2019,627.2044,28440,127,4.938617323,223.937,Aguascalientes II,AGS
CH03,13/09/2019,1254.451,60878,257,4.881132296,236.8794,Apodaca,MTY
