S2G ID,Fecha,energy_main(kWh),Ventas,Invitados,intensidad_kWh_invitado,ticket_promedio_MXN_invitado,Nombre,Zona_CMR
OLG04,13/10/2019,1107.217,97087,407,2.720434889,238.543,Olive Garden Querétaro,QRO
TCG01,13/10/2019,933.993,55342,67,13.94019403,826,The Capital Grille,CDMX
TCG02,13/10/2019,1133.431,58236,74,15.31663514,786.973,The Capital Grille Mty,MTY
DT02,13/10/2019,371.927,13467,54,6.887537037,249.3889,Destilería Reforma,CDMX
WIN01,13/10/2019,29.399,73177,420,0.069997619,174.231,Wing's Boulevard,CDMX
CH01,14/10/2019,839.9722,30338,150,5.599814667,202.2533,Aguascalientes I,AGS
CH02,14/10/2019,671.3615,28404,133,5.047830827,213.5639,Aguascalientes II,AGS
CH03,14/10/2019,930.557,54730,232,4.011021552,235.9052,Apodaca,MTY
CH04,14/10/2019,743.9369,38446,185,4.021280541,207.8162,Centro Magno,GDL
CH05,14/10/2019,601.4689,23027,111,5.418638739,207.4505,Chihuahua I,CHI
CH06,14/10/2019,716.6232,12772,60,11.94372,212.8667,Chihuahua II,CHI
CH07,14/10/2019,1086.344,41391,200,5.43172,206.955,Churubusco,MTY
CH08,14/10/2019,1108.277,56791,261,4.246272031,217.59,Cintermex,MTY
CH09,14/10/2019,681.6744,15562,73,9.338005479,213.1781,Ciudad del Carmen,CAM
CH10,14/10/2019,1068.819,33981,174,6.142637931,195.2931,Contry,MTY
CH11,14/10/2019,863.3128,57433,238,3.627364706,241.3151,El Salto,GDL
CH12,14/10/2019,1047.1164,15298,64,16.36119375,239.0312,Forum Cancún,CUN
CH13,14/10/2019,575.7399,20606,97,5.935462887,212.433,Forum Tepic,TEP
CH14,14/10/2019,1103.0129,34258,153,7.209234641,223.9085,Forum Tlaquepaque,GDL
CH15,14/10/2019,888.7625,32072,166,5.353990964,193.2048,Galerías Gdl,GDL
CH16,14/10/2019,766.719,32853,184,4.166951087,178.5489,Galerías Mty,MTY
CH17,14/10/2019,578.4097,37623,164,3.526888415,229.4085,Puerto Vallarta,JAL
CH18,14/10/2019,820.0599,30120,148,5.54094527,203.5135,Gran Plaza,GDL
CH20,14/10/2019,889.075,45491,254,3.500295276,179.0984,León I,GTO
CH21,14/10/2019,718.2965,33423,157,4.575136943,212.8854,León II,GTO
CH22,14/10/2019,686.8786,27719,141,4.871479433,196.5887,León III,GTO
CH23,14/10/2019,1612.9347,50567,239,6.748680753,211.5774,Malecón Cancún,CUN
CH25,14/10/2019,408.1348,16306,67,6.091564179,243.3731,Morelia,MIC
CH26,14/10/2019,1017.597,42511,210,4.8457,202.4333,Plaza Andares,GDL
CH27,14/10/2019,241.8249,34505,183,1.321447541,188.5519,Plaza del Sol,GDL
CH28,14/10/2019,1027.526,29632,164,6.265402439,180.6829,Plaza La Rioja,MTY
CH29,14/10/2019,628.371,20291,90,6.9819,225.4556,Plaza San Agustín,MTY
CH30,14/10/2019,1006.0468,26470,106,9.491007547,249.717,Reynosa,REY
CH31,14/10/2019,675.563,14004,63,10.72322222,222.2857,Saltillo,SAL
CH32,14/10/2019,443.8104,15248,124,3.579116129,122.9677,San Luis Potosí I,SLP
CH33,14/10/2019,509.246,48591,247,2.061724696,196.7247,San Luis Potosí II,SLP
CH34,14/10/2019,504.1928,16690,79,6.382187342,211.2658,San Luis Potosí III,SLP
CH35,14/10/2019,722.8152,11595,66,10.95174545,175.6818,Santa Anita,GDL
CH36,14/10/2019,871.175,28065,172,5.06497093,163.1686,Sendero,MTY
CH38,14/10/2019,406.2636,19231,113,3.595253097,170.1858,Tijuana II,TIJ
CH39,14/10/2019,822.4098,26447,146,5.632943836,181.1438,Torreón I,TOR
CH40,14/10/2019,1154.719,59464,250,4.618876,237.856,Torres,MTY
CH41,14/10/2019,988.978,15947,72,13.73580556,221.4861,Tuxtla Gutiérrez,CP
CH42,14/10/2019,947.932,24787,122,7.769934426,203.1721,Xalapa Las Américas,VER
CH44,14/10/2019,694.1687,12522,50,13.883374,250.44,Tampico,TAM
CH45,14/10/2019,631.8756,20752,106,5.961090566,195.7736,Torreón II,TOR
CH46,14/10/2019,957.381,34206,186,5.147209677,183.9032,Anáhuac,MTY
CH47,14/10/2019,716.616,23181,128,5.5985625,181.1016,Avanta,MTY
CH49,14/10/2019,1305.3224,24497,125,10.4425792,195.976,Mérida,YUC
CH50,14/10/2019,1357.1855,36910,189,7.180875661,195.291,Mérida Altabrisa,YUC
CH51,14/10/2019,604.0392,42737,236,2.559488136,181.089,Mérida Galerías,YUC
CH52,14/10/2019,1041.0467,18476,109,9.550887156,169.5046,Veracruz Boca del Río,VER
CH53,14/10/2019,1180.7025,26197,122,9.677889344,214.7295,Villahermosa,TAB
CH54,14/10/2019,1255.2068,19819,117,10.72826325,169.3932,Villahermosa II,TAB
CH55,14/10/2019,471.3246,18685,75,6.284328,249.1333,Tlaxcala,TLX
CH56,14/10/2019,617.2956,18723,82,7.527995122,228.3293,Tuxtla II,CP
CH57,14/10/2019,776.6049,39246,159,4.884307547,246.8302,Silao,GTO
CH58,14/10/2019,521.0732,21804,113,4.611267257,192.9558,Chihuahua III,CHI
CH59,14/10/2019,545.485,22472,137,3.981642336,164.0292,Apodaca II,MTY
CH61,14/10/2019,928.953,29949,137,6.780678832,218.6058,MTY Nuevo Sur,MTY
CH62,14/10/2019,365.346,4525,23,15.8846087,196.7391,Chili's Ciudadela,GDL
CH63,14/10/2019,596.0096,32092,144,4.138955556,222.8611,Galerías Celaya,GTO
CH64,14/10/2019,355.749,21134,110,3.234081818,192.1273,Chili's Plaza Aurora,MTY
CH65,14/10/2019,674.033,26948,130,5.184869231,207.2923,Plaza Cumbres,MTY
DT01,14/10/2019,873.96,112953,105,8.323428571,1075.7429,Destilería Cancún,YUC
ELA01,14/10/2019,1566.966,67710,103,15.21326214,657.3786,Restaurante El Lago,CDMX
OLG01,14/10/2019,842.924,30012,131,6.434534351,229.0992,Olive Garden Reforma,CDMX
OLG02,14/10/2019,713.034,22388,108,6.602166667,207.2963,Olive Garden Santa Fe,CDMX
OLG03,14/10/2019,1175.3364,35410,164,7.166685366,215.9146,Olive Garden Cancún,YUC
OLG04,14/10/2019,878.777,23814,107,8.212869159,222.5607,Olive Garden Querétaro,QRO
TCG01,14/10/2019,1268.987,162199,168,7.553494048,965.4702,The Capital Grille,CDMX
TCG02,14/10/2019,1379.993,37350,46,29.99984783,811.9565,The Capital Grille Mty,MTY
DT02,14/10/2019,566.035,30058,109,5.192981651,275.7615,Destilería Reforma,CDMX
WIN01,14/10/2019,152.747,54132,312,0.489573718,173.5,Wing's Boulevard,CDMX
CH01,15/10/2019,703.7967,32995,149,4.723467785,221.443,Aguascalientes I,AGS
CH02,15/10/2019,604.2752,26054,123,4.912806504,211.8211,Aguascalientes II,AGS
CH03,15/10/2019,1166.912,65277,272,4.290117647,239.989,Apodaca,MTY
CH04,15/10/2019,1027.3609,39152,180,5.707560556,217.5111,Centro Magno,GDL
CH05,15/10/2019,743.0971,27795,114,6.518395614,243.8158,Chihuahua I,CHI
CH06,15/10/2019,723.9442,24528,107,6.765833645,229.2336,Chihuahua II,CHI
CH07,15/10/2019,1222.651,46735,210,5.822147619,222.5476,Churubusco,MTY
CH08,15/10/2019,1128.992,50689,234,4.824752137,216.6197,Cintermex,MTY
CH09,15/10/2019,706.0563,21671,104,6.789002885,208.375,Ciudad del Carmen,CAM
CH10,15/10/2019,1188.116,34900,178,6.674808989,196.0674,Contry,MTY
CH11,15/10/2019,824.8388,51582,202,4.083360396,255.3564,El Salto,GDL
CH12,15/10/2019,763.2995,13140,49,15.57754082,268.1633,Forum Cancún,CUN
CH13,15/10/2019,580.6894,27575,118,4.92109661,233.6864,Forum Tepic,TEP
CH14,15/10/2019,806.1593,33551,150,5.374395333,223.6733,Forum Tlaquepaque,GDL
CH15,15/10/2019,901.9194,34445,157,5.744709554,219.3949,Galerías Gdl,GDL
CH16,15/10/2019,923.741,40133,155,5.959619355,258.9226,Galerías Mty,MTY
CH17,15/10/2019,559.6365,30756,131,4.272034351,234.7786,Puerto Vallarta,JAL
CH18,15/10/2019,902.9494,29166,134,6.738428358,217.6567,Gran Plaza,GDL
CH20,15/10/2019,820.2442,44019,205,4.00119122,214.7268,León I,GTO
CH21,15/10/2019,753.8825,50431,195,3.866064103,258.6205,León II,GTO
CH22,15/10/2019,589.6361,36457,166,3.552024699,219.6205,León III,GTO
CH23,15/10/2019,1729.0748,64656,320,5.40335875,202.05,Malecón Cancún,CUN
CH25,15/10/2019,405.8931,14951,61,6.653985246,245.0984,Morelia,MIC
CH26,15/10/2019,1013.0475,48921,209,4.847117225,234.0718,Plaza Andares,GDL
CH27,15/10/2019,332.799,53230,238,1.398315126,223.6555,Plaza del Sol,GDL
CH28,15/10/2019,1112.553,34889,173,6.430942197,201.6705,Plaza La Rioja,MTY
CH29,15/10/2019,339.425,24778,105,3.232619048,235.981,Plaza San Agustín,MTY
CH30,15/10/2019,1062.8657,34588,117,9.084322222,295.6239,Reynosa,REY
CH31,15/10/2019,776.22,17511,77,10.08077922,227.4156,Saltillo,SAL
CH32,15/10/2019,469.2382,18678,86,5.45625814,217.186,San Luis Potosí I,SLP
CH33,15/10/2019,455.3561,46629,205,2.221249268,227.4585,San Luis Potosí II,SLP
CH34,15/10/2019,469.113,20926,87,5.392103448,240.5287,San Luis Potosí III,SLP
CH35,15/10/2019,747.6826,10774,50,14.953652,215.48,Santa Anita,GDL
CH36,15/10/2019,1025.32,35157,150,6.835466667,234.38,Sendero,MTY
CH38,15/10/2019,546.2134,16357,80,6.8276675,204.4625,Tijuana II,TIJ
CH39,15/10/2019,684.3571,32174,133,5.145542105,241.9098,Torreón I,TOR
CH40,15/10/2019,1178.374,62600,287,4.105832753,218.1185,Torres,MTY
CH41,15/10/2019,1038.6872,17865,73,14.22859178,244.726,Tuxtla Gutiérrez,CP
CH42,15/10/2019,995.5869,39340,180,5.531038333,218.5556,Xalapa Las Américas,VER
CH44,15/10/2019,894.2048,20818,89,10.04724494,233.9101,Tampico,TAM
CH45,15/10/2019,575.7731,26427,107,5.381057009,246.9813,Torreón II,TOR
CH46,15/10/2019,1006.464,65085,289,3.482574394,225.2076,Anáhuac,MTY
CH47,15/10/2019,810.589,25976,111,7.302603604,234.018,Avanta,MTY
CH49,15/10/2019,1161.6467,36242,176,6.600265341,205.9205,Mérida,YUC
CH50,15/10/2019,1356.0104,32128,162,8.370434568,198.321,Mérida Altabrisa,YUC
CH51,15/10/2019,638.9111,47713,227,2.814586344,210.1894,Mérida Galerías,YUC
CH52,15/10/2019,1045.7589,14897,60,17.429315,248.2833,Veracruz Boca del Río,VER
CH53,15/10/2019,1117.8043,34723,133,8.404543609,261.0752,Villahermosa,TAB
CH54,15/10/2019,1071.6649,25555,103,10.40451359,248.1068,Villahermosa II,TAB
CH55,15/10/2019,503.0466,23015,90,5.589406667,255.7222,Tlaxcala,TLX
CH56,15/10/2019,580.09,18497,80,7.251125,231.2125,Tuxtla II,CP
CH57,15/10/2019,745.9603,43438,172,4.336978488,252.5465,Silao,GTO
CH58,15/10/2019,528.4787,18786,73,7.239434247,257.3425,Chihuahua III,CHI
CH59,15/10/2019,670.721,17879,94,7.135329787,190.2021,Apodaca II,MTY
CH61,15/10/2019,1026.709,26803,125,8.213672,214.424,MTY Nuevo Sur,MTY
CH62,15/10/2019,508.813,10433,50,10.17626,208.66,Chili's Ciudadela,GDL
CH63,15/10/2019,392.3998,29979,130,3.01846,230.6077,Galerías Celaya,GTO
CH64,15/10/2019,345.092,18273,80,4.31365,228.4125,Chili's Plaza Aurora,MTY
CH65,15/10/2019,712.921,25481,117,6.09334188,217.7863,Plaza Cumbres,MTY
DT01,15/10/2019,799.745,34549,54,14.81009259,639.7963,Destilería Cancún,YUC
ELA01,15/10/2019,1834.39,191391,471,3.894670913,406.3503,Restaurante El Lago,CDMX
OLG01,15/10/2019,889.67,45349,185,4.809027027,245.1297,Olive Garden Reforma,CDMX
OLG02,15/10/2019,711.399,18821,83,8.571072289,226.759,Olive Garden Santa Fe,CDMX
OLG03,15/10/2019,1211.0305,37406,189,6.407568783,197.9153,Olive Garden Cancún,YUC
OLG04,15/10/2019,769.656,25946,118,6.522508475,219.8814,Olive Garden Querétaro,QRO
TCG01,15/10/2019,1408.175,178295,183,7.694945355,974.2896,The Capital Grille,CDMX
TCG02,15/10/2019,1600.907,71469,81,19.76428395,882.3333,The Capital Grille Mty,MTY
DT02,15/10/2019,518.67,35393,121,4.286528926,292.5041,Destilería Reforma,CDMX
WIN01,15/10/2019,458.713,66000,398,1.152545226,165.8291,Wing's Boulevard,CDMX
CH01,16/10/2019,682.0661,50729,217,3.143161751,233.7742,Aguascalientes I,AGS
CH02,16/10/2019,535.6827,25713,108,4.960025,238.0833,Aguascalientes II,AGS
CH03,16/10/2019,897.138,60138,259,3.463853282,232.1931,Apodaca,MTY
CH04,16/10/2019,895.9918,33346,156,5.743537179,213.7564,Centro Magno,GDL
CH05,16/10/2019,671.9412,31871,129,5.208846512,247.062,Chihuahua I,CHI
CH06,16/10/2019,755.0988,32168,125,6.0407904,257.344,Chihuahua II,CHI
CH07,16/10/2019,952.418,42548,190,5.012726316,223.9368,Churubusco,MTY
CH08,16/10/2019,970.851,47280,225,4.314893333,210.1333,Cintermex,MTY
CH09,16/10/2019,756.7181,21610,92,8.225196739,234.8913,Ciudad del Carmen,CAM
CH10,16/10/2019,1035.412,54616,240,4.314216667,227.5667,Contry,MTY
CH11,16/10/2019,821.5892,68176,282,2.913436879,241.7589,El Salto,GDL
CH12,16/10/2019,1034.4832,14639,63,16.42036825,232.3651,Forum Cancún,CUN
CH13,16/10/2019,584.1719,26579,114,5.124314912,233.1491,Forum Tepic,TEP
CH14,16/10/2019,1049.9416,24938,119,8.823038655,209.563,Forum Tlaquepaque,GDL
CH15,16/10/2019,896.0993,40935,189,4.741266138,216.5873,Galerías Gdl,GDL
CH16,16/10/2019,719.285,45744,216,3.330023148,211.7778,Galerías Mty,MTY
CH17,16/10/2019,562.2496,35229,145,3.877583448,242.9586,Puerto Vallarta,JAL
CH18,16/10/2019,941.1702,32898,147,6.402518367,223.7959,Gran Plaza,GDL
CH20,16/10/2019,745.6715,48842,205,3.637421951,238.2537,León I,GTO
CH21,16/10/2019,701.4695,37877,160,4.384184375,236.7312,León II,GTO
CH22,16/10/2019,557.9091,43674,183,3.048683607,238.6557,León III,GTO
CH23,16/10/2019,1503.1175,61067,257,5.848706226,237.6148,Malecón Cancún,CUN
CH25,16/10/2019,357.098,18983,78,4.578179487,243.3718,Morelia,MIC
CH26,16/10/2019,1054.2029,49513,217,4.85807788,228.1705,Plaza Andares,GDL
CH27,16/10/2019,353.5092,63434,278,1.271615827,228.1799,Plaza del Sol,GDL
CH28,16/10/2019,895.423,33385,163,5.493392638,204.816,Plaza La Rioja,MTY
CH29,16/10/2019,569.711,31902,133,4.283541353,239.8647,Plaza San Agustín,MTY
CH30,16/10/2019,923.9478,28972,114,8.104805263,254.1404,Reynosa,REY
CH31,16/10/2019,593.964,21211,95,6.252252632,223.2737,Saltillo,SAL
CH32,16/10/2019,448.1474,15786,79,5.672751899,199.8228,San Luis Potosí I,SLP
CH33,16/10/2019,448.2456,53035,228,1.965989474,232.6096,San Luis Potosí II,SLP
CH34,16/10/2019,487.8036,16149,55,8.869156364,293.6182,San Luis Potosí III,SLP
CH35,16/10/2019,637.003,12335,63,10.11115873,195.7937,Santa Anita,GDL
CH36,16/10/2019,771.532,32415,162,4.76254321,200.0926,Sendero,MTY
CH38,16/10/2019,476.9057,13123,65,7.337010769,201.8923,Tijuana II,TIJ
CH39,16/10/2019,742.6839,33823,140,5.304885,241.5929,Torreón I,TOR
CH40,16/10/2019,1067.939,66881,313,3.411945687,213.6773,Torres,MTY
CH41,16/10/2019,1052.4501,31364,129,8.158527907,243.1318,Tuxtla Gutiérrez,CP
CH42,16/10/2019,991.7688,43184,174,5.69982069,248.1839,Xalapa Las Américas,VER
CH44,16/10/2019,511.2884,23948,106,4.823475472,225.9245,Tampico,TAM
CH45,16/10/2019,520.6784,32513,132,3.944533333,246.3106,Torreón II,TOR
CH46,16/10/2019,953.374,44393,227,4.199885463,195.5639,Anáhuac,MTY
CH47,16/10/2019,614.276,28602,120,5.118966667,238.35,Avanta,MTY
CH49,16/10/2019,1272.2503,34568,153,8.315361438,225.9346,Mérida,YUC
CH50,16/10/2019,1445.7629,35787,176,8.214561932,203.3352,Mérida Altabrisa,YUC
CH51,16/10/2019,631.2778,47461,213,2.96374554,222.8216,Mérida Galerías,YUC
CH52,16/10/2019,1041.9823,23422,78,13.35874744,300.2821,Veracruz Boca del Río,VER
CH53,16/10/2019,1144.5336,36548,145,7.893335172,252.0552,Villahermosa,TAB
CH54,16/10/2019,1111.8601,28758,120,9.265500833,239.65,Villahermosa II,TAB
CH55,16/10/2019,534.6778,28634,112,4.773908929,255.6607,Tlaxcala,TLX
CH56,16/10/2019,598.8776,17847,77,7.777631169,231.7792,Tuxtla II,CP
CH57,16/10/2019,737.7347,50282,198,3.725932828,253.9495,Silao,GTO
CH58,16/10/2019,506.6004,21171,100,5.066004,211.71,Chihuahua III,CHI
CH59,16/10/2019,607.227,30882,146,4.159089041,211.5205,Apodaca II,MTY
CH61,16/10/2019,1044.815,26122,114,9.16504386,229.1404,MTY Nuevo Sur,MTY
CH62,16/10/2019,368.95,6707,34,10.85147059,197.2647,Chili's Ciudadela,GDL
CH63,16/10/2019,336.2863,37876,165,2.038098788,229.5515,Galerías Celaya,GTO
CH64,16/10/2019,293.146,30859,142,2.064408451,217.3169,Chili's Plaza Aurora,MTY
CH65,16/10/2019,675.992,25950,123,5.495869919,210.9756,Plaza Cumbres,MTY
DT01,16/10/2019,768.935,28798,58,13.2575,496.5172,Destilería Cancún,YUC
ELA01,16/10/2019,979.312,152940,184,5.322347826,831.1957,Restaurante El Lago,CDMX
OLG01,16/10/2019,911.61,52140,209,4.361770335,249.4737,Olive Garden Reforma,CDMX
OLG02,16/10/2019,789.279,32197,151,5.227013245,213.2252,Olive Garden Santa Fe,CDMX
OLG03,16/10/2019,1168.5819,43171,214,5.460663084,201.7336,Olive Garden Cancún,YUC
OLG04,16/10/2019,834.201,33965,143,5.833573427,237.5175,Olive Garden Querétaro,QRO
TCG01,16/10/2019,1520.452,257109,244,6.231360656,1053.7254,The Capital Grille,CDMX
TCG02,16/10/2019,1497.121,77072,65,23.03263077,1185.7231,The Capital Grille Mty,MTY
DT02,16/10/2019,524.559,60882,232,2.261030172,262.4224,Destilería Reforma,CDMX
WIN01,16/10/2019,763.585,44048,290,2.633051724,151.8897,Wing's Boulevard,CDMX
CH01,17/10/2019,698.2095,44322,220,3.173679545,201.4636,Aguascalientes I,AGS
CH02,17/10/2019,591.5686,28512,149,3.97025906,191.3557,Aguascalientes II,AGS
CH03,17/10/2019,900.269,68607,288,3.125934028,238.2188,Apodaca,MTY
CH04,17/10/2019,760.523,47632,249,3.054309237,191.2932,Centro Magno,GDL
CH05,17/10/2019,656.6715,39962,179,3.668555866,223.2514,Chihuahua I,CHI
CH06,17/10/2019,770.3062,29137,129,5.971365891,225.8682,Chihuahua II,CHI
CH07,17/10/2019,971.469,65851,286,3.396744755,230.2483,Churubusco,MTY
CH08,17/10/2019,987.994,63488,293,3.371993174,216.6826,Cintermex,MTY
CH09,17/10/2019,920.8773,26085,109,8.448415596,239.3119,Ciudad del Carmen,CAM
CH10,17/10/2019,1004.219,52876,268,3.747085821,197.2985,Contry,MTY
CH11,17/10/2019,860.0863,67260,267,3.221297004,251.9101,El Salto,GDL
CH12,17/10/2019,1077.3302,21440,83,12.97988193,258.3133,Forum Cancún,CUN
CH13,17/10/2019,733.2828,36059,165,4.444138182,218.5394,Forum Tepic,TEP
CH14,17/10/2019,821.2094,38515,174,4.719594253,221.3506,Forum Tlaquepaque,GDL
CH15,17/10/2019,688.2928,50078,241,2.855986722,207.7925,Galerías Gdl,GDL
CH16,17/10/2019,770.112,51243,254,3.031937008,201.7441,Galerías Mty,MTY
CH17,17/10/2019,573.6538,27954,137,4.187254015,204.0438,Puerto Vallarta,JAL
CH18,17/10/2019,851.1212,40554,180,4.728451111,225.3,Gran Plaza,GDL
CH20,17/10/2019,895.5262,58027,254,3.525693701,228.4528,León I,GTO
CH21,17/10/2019,780.2178,36415,164,4.75742561,222.0427,León II,GTO
CH22,17/10/2019,608.9939,35421,176,3.460192614,201.2557,León III,GTO
CH23,17/10/2019,1279.9086,67306,326,3.9261,206.4601,Malecón Cancún,CUN
CH25,17/10/2019,404.7286,23821,126,3.212131746,189.0556,Morelia,MIC
CH26,17/10/2019,1018.853,59876,279,3.651802867,214.6093,Plaza Andares,GDL
CH27,17/10/2019,345.1448,53435,234,1.474977778,228.3547,Plaza del Sol,GDL
CH28,17/10/2019,810.417,43949,219,3.700534247,200.6804,Plaza La Rioja,MTY
CH29,17/10/2019,751.167,39750,176,4.267994318,225.8523,Plaza San Agustín,MTY
CH30,17/10/2019,821.5104,35595,132,6.223563636,269.6591,Reynosa,REY
CH31,17/10/2019,577.884,27451,130,4.445261538,211.1615,Saltillo,SAL
CH32,17/10/2019,479.4605,29510,217,2.209495392,135.9908,San Luis Potosí I,SLP
CH33,17/10/2019,471.4518,59916,293,1.609050512,204.4915,San Luis Potosí II,SLP
CH34,17/10/2019,487.9613,22474,110,4.436011818,204.3091,San Luis Potosí III,SLP
CH35,17/10/2019,637.4225,21116,175,3.642414286,120.6629,Santa Anita,GDL
CH36,17/10/2019,782.38,41268,246,3.180406504,167.7561,Sendero,MTY
CH38,17/10/2019,461.8121,22096,107,4.316000935,206.5047,Tijuana II,TIJ
CH39,17/10/2019,671.8229,26506,159,4.225301258,166.7044,Torreón I,TOR
CH40,17/10/2019,1065.124,71033,328,3.247329268,216.564,Torres,MTY
CH41,17/10/2019,1051.5209,27616,113,9.30549469,244.3894,Tuxtla Gutiérrez,CP
CH42,17/10/2019,956.2166,35438,186,5.140949462,190.5269,Xalapa Las Américas,VER
CH44,17/10/2019,516.1913,24217,100,5.161913,242.17,Tampico,TAM
CH45,17/10/2019,628.9798,38378,186,3.381611828,206.3333,Torreón II,TOR
CH46,17/10/2019,992.391,61170,302,3.286062914,202.5497,Anáhuac,MTY
CH47,17/10/2019,682.54,27795,159,4.292704403,174.8113,Avanta,MTY
CH49,17/10/2019,1370.6234,49574,212,6.465204717,233.8396,Mérida,YUC
CH50,17/10/2019,1462.6689,37879,206,7.100334466,183.8786,Mérida Altabrisa,YUC
CH51,17/10/2019,681.1474,42703,222,3.068231532,192.3559,Mérida Galerías,YUC
CH52,17/10/2019,1088.0332,27945,153,7.111328105,182.6471,Veracruz Boca del Río,VER
CH53,17/10/2019,1249.5058,42851,211,5.921828436,203.0853,Villahermosa,TAB
CH54,17/10/2019,1108.7835,32712,200,5.5439175,163.56,Villahermosa II,TAB
CH55,17/10/2019,447.8965,33954,149,3.006016779,227.8792,Tlaxcala,TLX
CH56,17/10/2019,668.5057,23209,99,6.752582828,234.4343,Tuxtla II,CP
CH57,17/10/2019,684.3868,47510,192,3.564514583,247.4479,Silao,GTO
CH58,17/10/2019,483.9067,37267,210,2.304317619,177.4619,Chihuahua III,CHI
CH59,17/10/2019,568.362,29010,203,2.799812808,142.9064,Apodaca II,MTY
CH61,17/10/2019,993.156,34296,175,5.675177143,195.9771,MTY Nuevo Sur,MTY
CH62,17/10/2019,509.442,16055,73,6.978657534,219.9315,Chili's Ciudadela,GDL
CH63,17/10/2019,506.8805,33461,156,3.249233974,214.4936,Galerías Celaya,GTO
CH64,17/10/2019,292.641,35157,177,1.653338983,198.6271,Chili's Plaza Aurora,MTY
CH65,17/10/2019,683.758,34707,166,4.119024096,209.0783,Plaza Cumbres,MTY
DT01,17/10/2019,760.443,54490,101,7.529138614,539.505,Destilería Cancún,YUC
ELA01,17/10/2019,676.057,63525,177,3.819531073,358.8983,Restaurante El Lago,CDMX
OLG01,17/10/2019,991.167,62861,297,3.337262626,211.6532,Olive Garden Reforma,CDMX
OLG02,17/10/2019,775.684,32188,150,5.171226667,214.5867,Olive Garden Santa Fe,CDMX
OLG03,17/10/2019,1233.7818,35668,178,6.931358427,200.382,Olive Garden Cancún,YUC
OLG04,17/10/2019,752.06,34426,175,4.297485714,196.72,Olive Garden Querétaro,QRO
TCG01,17/10/2019,1481.391,210392,168,8.817803571,1252.3333,The Capital Grille,CDMX
TCG02,17/10/2019,1528.059,186191,152,10.05301974,1224.9408,The Capital Grille Mty,MTY
DT02,17/10/2019,557.821,98126,337,1.655255193,291.1751,Destilería Reforma,CDMX
WIN01,17/10/2019,701.307,54124,341,2.056618768,158.7214,Wing's Boulevard,CDMX
CH01,18/10/2019,903.8756,52433,221,4.089934842,237.2534,Aguascalientes I,AGS
CH02,18/10/2019,530.3771,28049,125,4.2430168,224.392,Aguascalientes II,AGS
CH03,18/10/2019,925.385,51524,221,4.187262443,233.1403,Apodaca,MTY
CH04,18/10/2019,1013.7535,48522,225,4.505571111,215.6533,Centro Magno,GDL
CH05,18/10/2019,662.8285,35116,155,4.276312903,226.5548,Chihuahua I,CHI
CH06,18/10/2019,762.103,60170,266,2.865048872,226.203,Chihuahua II,CHI
CH07,18/10/2019,1065.403,72354,302,3.527824503,239.5828,Churubusco,MTY
CH08,18/10/2019,1028.047,103506,466,2.206109442,222.1159,Cintermex,MTY
CH09,18/10/2019,845.7492,33296,113,7.484506195,294.6549,Ciudad del Carmen,CAM
CH10,18/10/2019,1093.562,67222,298,3.669671141,225.5772,Contry,MTY
CH11,18/10/2019,747.4472,71753,282,2.650521986,254.4433,El Salto,GDL
CH12,18/10/2019,949.9558,12745,61,15.5730459,208.9344,Forum Cancún,CUN
CH13,18/10/2019,718.1184,34916,156,4.603323077,223.8205,Forum Tepic,TEP
CH14,18/10/2019,1009.2953,48616,224,4.505782589,217.0357,Forum Tlaquepaque,GDL
CH15,18/10/2019,919.693,87748,390,2.358187179,224.9949,Galerías Gdl,GDL
